julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
10.04.2008;Single Head Halogen Site Light;NXS-118TC-1/36-1290;;Valaisimet ja valaisintarvikkeet;Valonheitin;;Palo,Sähköisku;Myyntikielto;SOM-20071115-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=871,http://marek.tukes.fi/Tuote.aspx?kuvaid=872,http://marek.tukes.fi/Tuote.aspx?kuvaid=873;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Clas Ohlson Sello ,Vähittäismyyjä,Leppävaarankatu 3-9,02600,ESPOO;;Tuotteen eristystaso ei ole riittävä. Käyttökestävyyskokeen aikana sisäisten johtimien eristys oli sulanut molemmilla lampunpitimillä n.1 cm matkalta. Molempien johtimien eristeissä oli lisäksi sulamisjäljet lamppukammiossa heijastimen kulmien kohdalla, joissa johtimet ovat olleet kiinni heijastimessa.Valaisin ei pysy pystyssä 15 asteen tasolla valaisinvarren kaikissa asennoissa. Valaisin kaatuu, kun jalustan aseteltavat jalat on levitetty laajimpaan asentoon ja varsi pisimpään asentoon sekä jalkojen ollessa kapeimmillaan ja varren korkeusasetus noin puoliväliin asetettuna.Ei välittömästi vaarallinen, mutta turvallisuustaso on erittäin alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Everyday;art. Nr. 12554;;Asennustarvikkeet, kaapelit, komponentit;Kojeliitosjohto;;Sähköisku;Myyntikielto;YNS-20071211-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=1356,http://marek.tukes.fi/Tuote.aspx?kuvaid=1357,http://marek.tukes.fi/Tuote.aspx?kuvaid=1358;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;HP SCHOU Oy Ab ,Maahantuoja,Jorvaksen myllytie 5 ,02420,JORVAS;;Kosketinholkkien etäisyydeksi etupinnasta mitattiin 0,9 mm, kun vaatimus on 3 +0,8/0 mm.  Kojepistokkeen ulosvetovoiman minimitulkki 1,5 N ei pysy kosketinholkeissa, kun se ei saa pudota kosketinholkista 3 s kuluessa. Kun pistotulppa pudotetaan 1000 kertaa pudotusrummussa, testin jälkeen pistotulpan kosketintapit eivät saa kääntyä, kun niihin kohdistetaan 0,4 Nm vääntömomenntti 1 min ajan kumpaankin suuntaan. Pistotulpan kosketintapit kääntyvät kun niihin kohdistetaan tämä vääntömomentti. Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Markslöjd/Chrissline/LED;8634;;Valaisimet ja valaisintarvikkeet;Lamppusarja;;Sähköisku;Myyntikielto;YNS-20071205-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=1353,http://marek.tukes.fi/Tuote.aspx?kuvaid=1354,http://marek.tukes.fi/Tuote.aspx?kuvaid=1355;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Bauhaus & Co Ky ,Maahantuoja,Tammiston kauppatie 19 ,01510,VANTAA;;Taivutustestissä kaapelia kierrettäessä kokonaisena halkaisijaltaan 32 mm tuurnalle -35±2 °C lämpötilassa, siihen tulee runsaasti halkeamia sekä vaippaan että eristykseen siten että johtimien säikeet tulevat kosketeltaviksi. Kaapelin pitää kestää taivutuskoe ilman halkeamia. Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Rokomera;Ei tietoa;;Valaisimet ja valaisintarvikkeet;Pöytävalaisin;;Sähköisku;Myyntikielto;YNS-20071127-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=1350,http://marek.tukes.fi/Tuote.aspx?kuvaid=1351,http://marek.tukes.fi/Tuote.aspx?kuvaid=1352;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Rokomera Tukku Oy ,Maahantuoja,Riihimäenkatu 55,05880,HYVINKÄÄ;;Valaisimesta puuttuu osin lisäeristys. Osat on huonosti lukittu kiertymistä vastaan. Johtimet painavat teräviä metallireunoja vasten. Kaikki merkinnät puuttuvat.Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;King Heater (Koivunen Oy);GW-FH-1400/930-1400;;Kotitalouslaitteet;Auton sisätilanlämmitin;;Sähköisku;Myyntikielto;AKA-20071211-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=1,http://marek.tukes.fi/Tuote.aspx?kuvaid=2,http://marek.tukes.fi/Tuote.aspx?kuvaid=3;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Koivunen Oy ,Maahantuoja,Malminkaari 12,00700,HELSINKI;;HUOM! Päätös koskee vain niitä lämmittimiä, jotka on varustettu liitäntäjohdolla H05RR-F, Wuxi Wire Factory.Taivutustestissä kaapelia kierrettäessä kokonaisena halkaisijaltaan 32 mm tuurnalle -35±2 °C lämpötilassa, siihen tulee runsaasti halkeamia sekä vaippaan että eristykseen siten että johtimien säikeet tulevat kosketeltaviksi. Kaapelin pitää kestää taivutuskoe ilman halkeamia. Ei välittömästi vaarallinen, mutta turvallisuustaso on erittäin alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Revontuli Gold;FIN-07-12W;;Valaisimet ja valaisintarvikkeet;Lamppusarja;;Sähköisku;Myyntikielto;YNS-20071112-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=1343,http://marek.tukes.fi/Tuote.aspx?kuvaid=1344;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Säästötalo Robinhood Hamina,Vähittäismyyjä,Rautatienkatu 14,49400,HAMINA;;Taivutustestissä kaapelia kierrettäessä kokonaisena halkaisijaltaan 26 mm tuurnalle -35±2 °C lämpötilassa, siihen tulee runsaasti halkeamia sekä vaippaan että eristykseen siten että johtimien säikeet tulevat kosketeltaviksi. Kaapelin pitää kestää taivutuskoe ilman halkeamia. Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;HQ;PIR LAMP 60W;;Valaisimet ja valaisintarvikkeet;Seinävalaisin;;Palo,Sähköisku;Myyntikielto;YNS-20071126-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=595,http://marek.tukes.fi/Tuote.aspx?kuvaid=596,http://marek.tukes.fi/Tuote.aspx?kuvaid=597;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Ristiinan Säästöhalli ,Vähittäismyyjä,Brahentie 42,52300,RISTIINA;;Valaisimen verkkoliitin siten sijoitettu, että siihen liitettävät johtimet lämpenevät liikaa jolloin johtimien eriste vioittuu. Maadoitus on epäluotettava ja johtimet osin puristuksissa.Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;STK Nokia 6101 (STK 530-8320..8325-sarja);ADC-300B;;Verkkoliitäntäkojeet ja lataus;Latauslaite, GSM;;Palo,Sähköisku;Myyntikielto;PER-20071108-08;http://marek.tukes.fi/Tuote.aspx?kuvaid=446,http://marek.tukes.fi/Tuote.aspx?kuvaid=447;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Veljekset Keskinen Oy ,Maahantuoja,Onnentie 7,63610,TUURI;;Ilma- ja pintavälipuutteita. Kotelon materiaali ei täytä tulenkestoisuustestiä.Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Weiste/Lumiukkosilhuetti;B37M1-7S2-3C-W62;;Valaisimet ja valaisintarvikkeet;Valoletku;;Sähköisku;Myyntikielto;YNS-20071126-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=592,http://marek.tukes.fi/Tuote.aspx?kuvaid=593,http://marek.tukes.fi/Tuote.aspx?kuvaid=594;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Ristiinan Säästöhalli ,Vähittäismyyjä,Brahentie 42,52300,RISTIINA;;Taivutustestissä kaapelia kierrettäessä kokonaisena halkaisijaltaan 32 mm tuurnalle  -35±2 °C lämpötilassa, siihen tulee runsaasti halkeamia sekä vaippaan että eristykseen siten että johtimien säikeet tulevat kosketeltaviksi. Kaapelin pitää kestää taivutuskoe ilman halkeamia. Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Rokomera;Rokomera;;Valaisimet ja valaisintarvikkeet;Pöytävalaisin;;Sähköisku;Myyntikielto;YNS-20071015-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=1330,http://marek.tukes.fi/Tuote.aspx?kuvaid=1331;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Eurohamsteri Oy ,Vähittäismyyjä,Pahkalantie 1,39700,PARKANO;;Valaisin on nukenomainen, alastonta poikalasta kuvaava valaisin. Valaisimessa on käsin poistettavien suojakuvun ja hehkulampun poistamisen jälkeen lampunpitimen jännitteiset osat kosketeltavissa. Standardi EN 60598-2-10 ei salli ko. rakennetta. Valaisimesta puuttuvat kaikki merkinnät.  Valaisin "houkuttelee" lasta leikkiin, kuitenkin se toimii 230 V jännitteellä.Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
04.08.2008;LUX CABLE;DAA0335;;Asennustarvikkeet, kaapelit, komponentit;Jatkojohto;;Sähköisku;Myyntikielto;HAK-20071102-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=51,http://marek.tukes.fi/Tuote.aspx?kuvaid=52,http://marek.tukes.fi/Tuote.aspx?kuvaid=53;Maahantuojaa on kehotettu poistamaan tuote pois myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Äänekosken Tarvikekeskus ,Vähittäismyyjä,Rautatienkatu 50,44150,ÄÄNEKOSKI;;Kaapeli: H05RR-F, valmistaja:  Zhejiang Shuangyang Group.Kaapeli ei kestä -35 asteen pakkasta. Taivutustestissä kaapelia kierrettäessä kokonaisena halkaisijaltaan 40 mm tuurnalle -35±2 °C lämpötilassa, vaippaan tulee runsaasti halkeamia siten että se putoaa lähes kokonaan pois. Eristys säilyy ehjänä. Kaapelin pitää kestää taivutuskoe ilman halkeamia. Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Scanel;YG-40 (619405);;Asennustarvikkeet, kaapelit, komponentit;Pistorasia;;Palo,Sähköisku;Myyntikielto;HAK-20071112-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=64,http://marek.tukes.fi/Tuote.aspx?kuvaid=65,http://marek.tukes.fi/Tuote.aspx?kuvaid=66;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Aneta Belysning AB Filial i Finland,Maahantuoja,Vaisalantie 4,02130,ESBO;;Lämpenemiskokeessa 20 A:n virralla, koekappaleen liittimet lämpenivät L-N ja L-suojakosketin piirissä yli 100 K, kun lämpötilan nousu liittimissä ei saa ylittää 45 K. Pistorasioissa useita mitoituspuutteita, myös suojakosketinpaineet puutteelliset.Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Hobby;CS052-14P;;Lämmittimet, ilmastointi;Eläintenlämmitin;;Sähköisku;Myyntikielto;YNS-20070918-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=1320,http://marek.tukes.fi/Tuote.aspx?kuvaid=1321;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Lemmikkikeskus Akvaario- ja lemmikkieläinliike lemmikkikeskus Oy,Vähittäismyyjä,Kauppakatu 62,78200,VARKAUS;;Valaisimen lampunpidin ei ole kosketussuojainen (jännitteinen kierrehela). Lampunpitimen suojakaulus ei ole lukittu kiertymistä vastaan. Nipistinkiinnitys ei ole riittävän pitävä, vaan se luistaa liian helposti johdosta vedettäessä. Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;PK Power;EAC0013;;Verkkoliitäntäkojeet ja lataus;Vaihtosuuntaaja;;Sähkömagneettinen yhteensopimattomuus;Myyntikielto;YNS-20070918-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=1317,http://marek.tukes.fi/Tuote.aspx?kuvaid=1318,http://marek.tukes.fi/Tuote.aspx?kuvaid=1319;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Taloustukku Kerd Oy Kerd Oy,Vähittäismyyjä,Nojamaantie 34,57210,SAVONLINNA;;Tuote saattaa aiheuttaa radiohäiriöitä.;Tukesin hallinnollinen päätös
10.04.2008;Appliance;AON-9 mini;;Lämmittimet, ilmastointi;Lämmitin, suljettu;;Palo;Myyntikielto;HAK-20071121-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=67,http://marek.tukes.fi/Tuote.aspx?kuvaid=68;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Prisma Zeppelin ,Vähittäismyyjä,Zeppelinintie,90450,KEMPELE;;Lämpenemiskokeessa on laitteen pinnan lämpötilannousu lämmittimen päässä 116 K ja liitäntäjohdon lämpötilannousu 61 K. Suurin sallittu lämpötilannousu on laitteen pinnalle 85 K ja liitäntäjohdolle 50 K.Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
10.04.2008;Biltema;40-412/EMV1001;;Kotitalouslaitteet;Auton sisätilanlämmitin;;Sähköisku;Myyntikielto;PER-20071008-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=747,http://marek.tukes.fi/Tuote.aspx?kuvaid=748,http://marek.tukes.fi/Tuote.aspx?kuvaid=749;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Biltema Kaarina / L. Laaksonen Oy  ,Vähittäismyyjä,Jännekatu 8,20760,PIISPANRISTI;;Päätös koskee tuotetta kaapelilla: H05RN-F 3G0,75,  Wonderful Wire & Cable Co.Taivutustestissä kaapelia kierrettäessä kokonaisena halkaisijaltaan 32 mm tuurnalle -35±2 °C lämpötilassa, vaippaan tulee runsaasti halkeamia siten että se putoaa osittain pois ja eristyksissä on muutama pieni halkeama, mutta johtimien säikeet eivät ole kosketeltavissa. Kaapelin pitää kestää taivutuskoe ilman halkeamia. Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
05.03.2008;Elman 8695;KH209C;;Valaisimet ja valaisintarvikkeet;Seinävalaisin, LED;;Sähköisku;Palauttamismenettely;PER-20080109-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=827,http://marek.tukes.fi/Tuote.aspx?kuvaid=828,http://marek.tukes.fi/Tuote.aspx?kuvaid=829;Maahantuojaa on kehotettu keräämään tämä tuote pois myynnista ja myös käyttäjiltä (palauttamismenettely).Poista tuote välittömästi käytöstä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Motonet Pori  ,Vähittäismyyjä,Sepänpellontie 27,28430,PORI;;Pintaväli kytkimen jännitteisestä liittimestä kytkimen metalliseen, maadoittamattomaan käyttövipuun on 1,1mm, tulisi olla vähintään 6,5mm. Jännitekokeessa jännitteisten osien ja kytkimen metallisen käyttövivun välillä tapahtui läpilyönti 2,3kV jännitteellä, tulisi kestää 3,67kV jännite.Ei välittömästi vaarallinen, mutta turvallisuustaso on erittäin alhainen. Ei tietoa onnettomuuksista. Palauttamismenettely on onnettomuuden ennaltaehkäisytoimenpide.;Tukesin hallinnollinen päätös
10.04.2008;Roco Tools;UOH 76A/7;;Lämmittimet, ilmastointi;Lämmitin, suljettu;;Palo,Sähköisku;Myyntikielto;HAK-20071031-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=47,http://marek.tukes.fi/Tuote.aspx?kuvaid=48;Maahantuojaa on kehotettu poistamaan tuote kaikkialta myynnistä.Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastainen) palauttaa ostopaikkaan jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa vastaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Tavaratalo Hartikainen Oy ,Vähittäismyyjä,Erkontie 12,16300,ORIMATTILA;;Lämmittimen pinta lämpenee liikaa. Maadoitusliittimen merkintä harhaanjohtava. Sisäisten johtimien eristepaksuus on osin liian pieni.Ei välittömästi vaarallinen mutta turvallisuustaso on alhainen. Ei tietoa onnettomuuksista.;Tukesin hallinnollinen päätös
